,username,comment,Pre-processing,label_sentimen,score,sentimen_numerik
1663,rzkyyxx__,tenaga kerja impor keknya juga mengganggu 😂,tenaga kerja impor kayak ganggu,negatif,-0.08440000000000003,0
1664,rkalvnt,Gimana dengan impor beras dll ?😂,bagaimana impor beras dan lain,negatif,-0.7184,0
1665,rrrrbhudi,"sebenarnya brand lokal bisa aja jadi tuan rumah di negeri sendiri, kalo desainnya bagus.. tp kenyataan skrg kan desain brand lokal desainnya masya Allah bgt😢",brand lokal tuan rumah negeri desain bagus tetapi nyata sekarang desain brand lokal desain masyaallah allah banget,positif,0.14970000000000006,1
1667,ultrasense_,"urus dulu tuh pengelolaan limbah pabrik tekstil,sebenernya yang merasa rugi tuh pabrik tekstil raksasa yang punya power dia ngadu ke pemerintah",urus kelola limbah pabrik tekstil sebenernya rugi pabrik tekstil raksasa power adu perintah,negatif,-0.6686,0
1668,delimasakdiah,"ditempatku ada para relawan yg jual pakaian bekas import/thrift, penghasilan nya full untuk disumbang ke yg terkena bencana alam, dan menurutku yg ini baik 😢",tempat rawan jual pakai bekas import thrift hasil full sumbang kena bencana alam turut,negatif,-0.03820000000000001,0
1669,aaaldirvnd,Intinya sih disuruh bayar pajak untuk memperkaya org pajak #Chuaks,inti suruh bayar pajak kaya orang pajak,negatif,-0.346,0
1671,geridioteque,Korupsi tuh mengganggu industri juga gak pak?,korupsi ganggu industri,negatif,-0.9001,0
1672,krisna_adityaatmo,"Aku suka beli jaket 25-35k sudah bagus. Tinggal laundry. Bukan ga suka produk lokal, abisan mana ada harga segitu? Ga semua masyarakat ada uang ratusan ribu buat beli baju. Gimana dong?",suka beli jaket bagus tinggal laundry suka produk lokal abis harga segitu masyarakat uang ratus ribu beli baju bagaimana,positif,0.0030999999999999917,1
1673,drain_gea,"@hafriz_rafie , beliao riweuh yaak japuknya di gencet kali🤣🤣🤣",beliao riweuh yaak japuk gencet kali,negatif,-0.7906,0
1676,yahya_risqi,Pegawai Pajak pak yg mengganggu perekonomian dalam negeri,pegawai pajak ganggu ekonomi negeri,negatif,-0.26259999999999994,0
1677,fiiikriiiii,lu asik ngab @jokowi,kamu asik ngab,positif,0.7184,1
1678,lukassajalah,"Laa gimana yaa, untung banyak kualitas busuk!",laa bagaimana yaa untung kualitas busuk,positif,0.03480000000000005,1
1680,nndnsr_,produk lokal harga internasional,produk lokal harga internasional,positif,0.8402,1
1681,kadungjeru67_,"lebih suka beli baju /kaos brand lokal yang harganya sekitar 50.000-80.000 an bahkan kaos polos di shopee harga 23.000 an, juga sudah keren.",suka beli baju kaos brand lokal harga an kaos polos shopee harga an keren,negatif,-0.00539999999999996,0
1682,anto.thelaugh,Ett modalin kga juga,ett modalin tidak,negatif,-0.7906,0
1684,ferdianadi9,Semoga industri tekstil lokal juga bisa meningkatkan kualitas dengan produk dan desain yang bagus sehingga bisa berkembang bahkan bersaing dengan produk import atau thrift sekalipun.,moga industri tekstil lokal tingkat kualitas produk desain bagus kembang saing produk import thrift,positif,0.26769999999999994,1
1685,erlanggaarazakpardede,@denialdrin pengen jualan ayam geprek aja,ingin jual ayam geprek,positif,0.25,1
1687,im_are_faruqi,Kalo brand luar gak merusak pasar juga kah??? 🙄,brand rusak pasar kah,negatif,-0.10599999999999998,0
1688,rzputynti,Yahh gimana nih min waduuu gabisa beli CN dengan harga murah kualitas terbaekkkk :') @garasi.thrift,yahh bagaimana min waduu tidak bisa beli cn harga murah kualitas terbaekk thrift,positif,0.019199999999999995,1
1689,diibdashanuban,"Brand lokal mahal diharga, jelek di kualitasnya",brand lokal mahal harga jelek kualitas,positif,0.10950000000000004,1
1690,masvians_,Kalo ada yg baru kenapa harus bekasi ?,bekas,positif,0.10599999999999998,1
1694,ferdichristo_,"Iya basmi aja pak, udah pada kek tai juga seller ngejualnya,",iya basmi sudah seperti tai jual ngejualnya,negatif,-0.24,0
1696,_yeremiaezra,"Beli 1or2 baju di uniqlo atau h&m aja udah nangis, yg kaya mah biasa ,, tapi yg ekonomi klas menengah ke bawah,, itu bisa pake kostan 1 bulan  wkwk.. jadilah mereka beli baju bekas ahahah",beli or baju uniqlo sudah nang kaya mah ekonomi klas tengah pakai kostan wkwk beli baju bekas ahahah,positif,0.0022999999999999687,1
1697,prodbyfid,info kn thrift shop lokal,informasi kan thrift shop lokal,negatif,-0.15360000000000007,0
1698,jag0an_ne0n_,Di indonesia mah semua yg bekas pasti laku 😂😂,indonesia mah bekas laku,positif,0.10599999999999998,1
1700,saiidd___,@saufiorrr tripting kh kita belelihat ja kd usah nukar,tripting kh belelihat saja kd nukar,negatif,-0.6124,0
1701,baskorojuwono,Pasar baru jgn di usik2 ya 😂,pasar usik,positif,0.25,1
1703,dimasakhmads,@muhdfaa ayo support baju beruang petir,ayo support baju beruang petir,positif,0.32009999999999994,1
1704,wiwin00___,Lebih suka ngethrift karena barangnya gak ada yang nyamain😅,suka ngethrift barang nyamain,positif,0.36240000000000006,1
1705,hannwithbismillah,lokal si lokal tapi harga nya meroket,lokal lokal harga roket,positif,0.6124,1
1706,ihsanrizalul,Kayanya lebih mengganggu fast fashion dibanding thrift. Bantai juga gak? 🫣,kaya ganggu fast fashion banding thrift bantai,negatif,-0.17320000000000002,0
1707,taufiiq.qr,"@athriftments cie stalking haha, Jujur beberapa aja yang gw punya brand luar, 70% lokal sih",cie stalking haha jujur saya brand lokal,negatif,-0.18169999999999997,0
1709,divkalendra,kaos partai ae brow,kaos partai ae brow,negatif,-0.7184,0
1711,ptrsbrn13,Setuju,tuju,negatif,-0.10599999999999998,0
1712,rizalhrlngga,pake beruang petir kak biar melokal pride,pakai beruang petir kak lokal pride,negatif,-0.6124,0
1713,bayusapss,gajelas,tidak jelas,negatif,-0.6501,0
1715,dyadinaaaa,Paling bener beli @fatera.id aja kaka😂,bener beli id kaka,positif,0.07219999999999993,1
1717,isidorusspulungg,@tio_chamara12 wes reti wingii,sudah ret wingii,positif,0.15360000000000007,1
1718,wulanxs,mamaku harus liat sudah saatnya anak bungsu bebas dari lungsuran kakak🥹 pak jkw akupadamu🫶🏻,mama lihat anak bungsu bebas lungsur kakak jkw akupadamu,negatif,-0.057499999999999996,0
1719,k1n99__,"@fabrizioromansa ini setuju, tapi rata2 kaos lokal yg harganya sama kyk kaos Uniqlo tapi kualitasnya malah bagusan uniqlo",tuju kaos lokal harga seperti kaos uniqlo kualitas bagus uniqlo,negatif,-0.023299999999999987,0
1720,fachrezafachri,ingfokan baju beruang petir,ingfokan baju beruang petir,negatif,-0.15360000000000007,0
1721,im.pauznx,"murah tapi cakep loh pak ,saya suka",murah cakep suka,positif,0.2248,1
1722,diandrapramest,kurang aesthetic bajunya pak :(,aesthetic baju,positif,0.4588,1
1724,zaynnn.ay,"Ditempat saya makin banyak pasarnya, barang bagus harga miring terus. Siapa coba yg gamau beli, termasuk saya. 😂 Dilain sisi saya suport produk lokal juga. Butuh solusi segera memang.",tempat pasar barang bagus harga miring coba tidak mau beli lain sisi suport produk lokal butuh solusi,negatif,-0.010000000000000009,0
1726,iqbalarhmtllh,sad bgt lurr🔥,sad banget lurr,negatif,-0.46840000000000004,0
1727,pamelaaaa24,"@rifaldyf4 paham sekali karena saya produsen lokal juga. Dan dulu saya penjual second juga, tp dr kacamata saya yg pernah berada di dua usaha itu. Mnurut saya, market customer nya beda bgt antara second dan lokal. Itu pandangan saya ya, boleh sepakat untuk tidak sepakat koq.. semangat 👏",paham produsen lokal jual second tetapi dari kacamata usaha turut market customer beda banget second lokal pandang sepakat sepakat koq semangat,positif,0.013499999999999956,1
1728,nazifhamam,Mnding depo,mending depo,negatif,-0.15360000000000007,0
1729,overproudly_cringe,"bro y'all shut up, masa kita bakal pake pakaian dari jaman majapahit 🤢🤮, this is 2k23 y'all grow f'ing up.",bro all shut up pakai pakai jaman majapahit this is all grow ing up,negatif,-0.4588,0
1730,annyeongmaseo_,Ndak mashog,tidak mashog,negatif,-0.7906,0
1731,ibnuaryobimo,Oke skrg berapa harga outfit lo,oke sekarang harga outfit kamu,positif,0.7906,1
1732,miftahridero,Gapapa pak yang penting nggk beruang petir cuakk,tidak apa tidak beruang petir cuakk,negatif,-0.9719,0
1734,fathurriizqi_,Karepmu,serah kamu,negatif,-0.15360000000000007,0
1736,juagoan_neon,"Bingung juga . Merk uniql* aja kalau masuk indo banyak yg incar padahal . Pabrik uniql* ada di indo juga. Trus juga nggak semua orang suka trift jadi aman"" aja mnurutku",bingung merk uniql masuk indonesia incar pabrik uniql indonesia terus tidak orang suka trift aman mnurutku,negatif,-0.3061999999999999,0
1737,nurhilal3546,Yang lebih mengganggu itu impor beras,ganggu impor beras,negatif,-0.7184,0
1738,dennyafryana,"Klo lo merasa secure sama barang/jasa yg lo jual, mau ada kompetitor kek apapun mustinya lo ga prlu panik/ khawatir ya. Kembangin aja kualitasnya, toh yg dicari dr thrift itu sbtulnya selain hrga ya kualitas. Klo gini kan brarti emg insecure, klo insecure kan emg brarti ada yg ga beres/ kurang (kalah saing).",kamu secure barang jasa kamu jual kompetitor seperti apa mesti kamu perlu panik khawatir kembangin kualitas cari dari thrift sbtulnya harga kualitas begini brarti emang insecure insecure emang brarti beres kalah saing,negatif,-0.010000000000000009,0
1739,novasusanti_,"tapi harga murce , gemoy2 lagi modelnya🙊😆",harga murce gemoy model,positif,0.8402,1
1740,tahu.bakso10,Apa kabar impor makanan anuuu aaah,kabar impor makan anuu aah,negatif,-0.10599999999999998,0
1742,____abellans,"THRIFTING BAJU BRANDED, HARGANYA JUGA TERJANGKAU KUALITAS OKE!!! KOK GA BOLEH KI PIYE🫠🫠🫠",thrifting baju branded harga jangkau kualitas oke ki bagaimana,positif,0.9432,1
1743,hoodieku_1,Ayo pak @jokowi terus dukung produk dalam negri👏😍,ayo dukung produk negeri,positif,0.9432,1
1744,adi25146_,@adi25146_ pakaian mah ke selera msing2. Yg local ya local. Yg emng luar ya luar. Toh jual beli pakaian ga ada paksaan. Semua dari hati msing2 pembeli.,pakai mah selera msing lokal lokal emang jual beli pakai paksa hati msing beli,negatif,-0.019199999999999995,0
1745,nurulamf,Takutnya barang bekas orang meninggal😢,takut barang bekas orang tinggal,negatif,-0.09230000000000005,0
1746,hasbyakbaar,halah,halah,negatif,-0.7906,0
1747,anr.agungg,@halooodan oke kaos partai,oke kaos partai,negatif,-0.25960000000000005,0
1748,_agungprst,"baik ,besok"" pake kaos merah gambar banteng",besok pakai kaos merah gambar banteng,negatif,-0.11820000000000008,0
1750,adi25146_,Korupsi jauh lbh merugikan sir,korupsi lebih rugi sir,negatif,-0.3308,0
1752,ginorivaldo,Yg penting bagus buat lingkungan ☺️,bagus lingkung,negatif,-0.25960000000000005,0
1753,tlh_tdr,"Btw,impor beras di saat panen raya juga menggangu harga padi petani pak!",ngomong ngomong impor beras panen raya menggangu harga padi tani,positif,0.6124,1
1754,fajaril._,PRODUK LOKAL BERSAING DENGAN BRAND LUAR NEGERI❌  PRODUK LOKAL BERSAING DENGAN THRIFT✔,produk lokal saing brand negeri produk lokal saing thrift,positif,0.8402,1
1755,casualultrasid_,"Berantas makelar, ngejual barang bekas di luar nalar",berantas makelar ngejual barang bekas nalar,negatif,-0.12179999999999991,0
1757,yunitasprawesti,"ga boleh jualan thrift, solusinya jadi pejabat aja trs korupsi",jual thrift solusi jabat terus korupsi,negatif,-0.15659999999999996,0
1758,mhmddrckyy,"@vickyyahardiansyah drpd kaos partai mending, ngesortir pakkk",daripada kaos partai mending ngesortir pakk,negatif,-0.4162,0
1762,ervin_vtn,Bisnis impor tapi mematikan panen rakyat petani walaupun panen raya yg dilakukan para pejabat lebih mematikan berani tindak tegas tidak wahai paduka?,bisnis impor mati panen rakyat tani panen raya jabat mati berani tindak paduka,positif,0.00979999999999992,1
1763,cvau.e,thrifting brand indo kena ga pak?,thrifting brand indonesia kena,negatif,-0.6124,0
1766,joyyohanaa_,Tpi monja lebih bagus dri brand lokal pak ekekw,tapi monja bagus dari brand lokal ekekw,negatif,-0.4162,0
1767,dwiifzi,ngalihin isuu nihh,alih isuu nihh,negatif,-0.6124,0
1769,zendazm,Brand lokal mahal,brand lokal mahal,positif,0.25,1
1770,3xecutee,Perjuangan mencari pulau batu belum tercapai,juang cari pulau batu capai,negatif,-0.03980000000000006,0
1771,rflvrzn,beruang petir gratis ongkir bikin ketar ketir,beruang petir gratis ongkir ketar tir,negatif,-0.12179999999999991,0
1772,ristantyy_,saya dapet duit dari jual itu pak😭 untung gede,dapet duit jual untung besar,positif,0.32009999999999994,1
1773,ard_ansyaah,dagang baju pns?,dagang baju pns,positif,0.4588,1
1774,bubsnop,mon maap neh itu ga semua nya bekas y,mon maap nih bekas,negatif,-0.12179999999999991,0
1775,cvau.e,@kdedi.alf wkwkwk bener lg,alf wkwkwk bener lagi,positif,0.12179999999999991,1
1776,sleepcozyyy,Akumah biasa pake kaos power rangers,akumah pakai kaos power rangers,negatif,-0.875,0
1777,laaruldn,Mengganggu bagaimana itu e,ganggu,negatif,-0.7184,0
1778,kamujahat_sri,"Brand local kadang hoki""an, satu merk, jenis kaos yg sama, harga sama, cuma beda waktu beli udah beda kainya 😂",brand lokal kadang hoki an merk jenis kaos harga beda beli sudah beda kainya,negatif,-0.008099999999999996,0
1779,tomatooyyy,"mengganggu dr mananya ya?  ga semuanya harus lokal juga kan, lagian selagi harganya murah dja juga punya kualitas",ganggu dari mana lokal selagi harga murah dja kualitas,negatif,-0.010700000000000043,0
1783,madsgf18,kalo bisnis bekas pacar orang menganggu ga pak,bisnis bekas pacar orang menganggu,positif,0.07840000000000003,1
1784,btlikmah_,Ala sia Boy,ala sia boy,negatif,-0.7906,0
1785,poerno__,"Tapi iya dah anjirr,",iya sudah anjirr,positif,0.15360000000000007,1
1786,btlikmah_,Kalo mau ngasi aturan yang bener dong pak😂,beri atur bener,positif,0.04359999999999997,1
1787,valentsitumorangg,bapak ini local bgt kayanya,lokal banget kaya,positif,0.15360000000000007,1
1788,hakkamil_,Lebih mengganggu industri kaweee,ganggu industri kawee,negatif,-0.7184,0
1789,myanwarii___,Repot pisan,repot sekali,negatif,-0.8402,0
1790,rmdnandy,produk lokal sama barang bekas kalo diliat dari harga sama kualitas sih menang bekas yaa,produk lokal barang bekas lihat harga kualitas menang bekas yaa,positif,0.04499999999999993,1
1791,_permana.gus,Pekerja impor juga pak biar afdol,kerja impor afdol,positif,0.4588,1
1792,zinskndr14_,basmi aja pak,basmi,negatif,-0.7906,0
1793,exx_storee,😂😂. Btw 1k follower Ig no drop cuman 20k kaka,ngomong ngomong follower ig nomor drop cuma kaka,negatif,-0.8402,0
1795,btlikmah_,"Aduh si Bapak ni banyak aturan banget 😂kaya ngasi biaya hidup warganya aja ,yang penting ga korupsi pak lagian usaha pake uang kita sendiri ga pake uang negara 😂yang penting Bobo nyenyak halal pak",aduh ni atur banget kaya beri biaya hidup warga korupsi usaha pakai uang pakai uang negara bobo nyenyak halal,negatif,-0.03149999999999997,0
1796,aripkhs,Sudah biasa pengalihan isu lah 🫢🤭,alih isu,negatif,-0.25,0
1798,rianhaaaaa_,"Yuk cintai produk lokal, contohnya aku aku aku",yuk cinta produk lokal contoh,positif,0.6825,1
1799,iyanrhmwann,teori kaos partai kah?,teori kaos partai kah,negatif,-0.7184,0
1800,ugang_kurniawan,semangat pakde,semangat pakde,positif,0.46840000000000004,1
1801,tikaakuu_,@maulitayaa_ @dailymuthia misi kak mohon dibaca ya,misi kak mohon baca,positif,0.17819999999999991,1
1802,honeyyccomb,Haha bisnis impor sepatu bekas dari Singapore aja untungnya lumayan xdxd,haha bisnis impor sepatu bekas singapore untung lumayan xdxd,positif,0.12360000000000004,1
1806,umarobani,@derrynugraha20 yg penting kan industri pak presiden gak terganggu 🔥,industri presiden ganggu,negatif,-0.10599999999999998,0
1807,bintangdiwas,nyampe cgk dari luar negeri harus telanjang,sampai cgk negeri telanjang,negatif,-0.25960000000000005,0
1808,yogasmuhammadd,Belom pernah ngethrift 😢padahal pasar senen deket🙃sebelum dilarang nyobain dulu ah😂,bom ngethrift pasar senin dekat larang nyobain ah,negatif,-0.4413,0
1809,_liliescloud,mengganggu ape menganggu nih?,ganggu ape menganggu,negatif,-0.7184,0
1812,bakdalohor,"kami mau ting ting, kami bosen lokaaaalllll!!!!",ting ting bosen lokaall,negatif,-0.7184,0
1813,zeenity_,Kabeh2 wae dimuni mengganggu 😢,semua saja dimuni ganggu,negatif,-0.9325,0
1814,luluatul_m13,Lokal murah and epikk,lokal murah and epikk,positif,0.15360000000000007,1
1815,eenwulandary,Dlu kuliah rasa nya boros beli baju baru untuk tukar tukar ke kampus baju sken solusinya 15 rb udah bagus banget,dulu kuliah boros beli baju tukar tukar kampus baju sken solusi rb sudah bagus banget,negatif,-0.007299999999999973,0
1816,fazriannn_,Mahal tai,mahal tai,negatif,-0.5406,0
1817,fajaril._,"Saya suka mix produk local sama thrift,tapi lokalnya yang murah² aja kaya kaos polos atau celana polos yang penting masih polosan, karna kalo beli dari brand lokal yang udh punya nama besar,harganya ga ngotak coy kadang² cuma modal tempel emblem atau logo produk tsb harganya bisa beberapa kali lipat,apalagi kadang cuttingannya ada yang ngaco😂",suka mix produk lokal thrift lokal murah kaya kaos polos celana polos polos karena beli brand lokal sudah nama harga ngotak coy kadang modal tempel emblem logo produk sebut harga kali lipat kadang cuttingannya ngaco,positif,0.0040999999999999925,1
1819,reychristianold,dri kmrn ributin ini mulu kaga cape apa,dari kemarin ributin mulu tidak capek,negatif,-0.11820000000000008,0
1820,wahied_76,"Saran buat partai, kalo bikin kaos harus  lokal brand minimal erigo atau rougheck",saran partai kaos lokal brand minimal erigo rougheck,negatif,-0.4737,0
1821,xdeathculture,"siapa disini yang mau beli brand2 fomo yang temanya antah berantah, kualitas b aja + overpriced? 😂😂",beli brand fomo tema antah antah kualitas overpriced,positif,0.2277999999999999,1
1823,ghannikemald,Kaos partai banteng udah tembus sampai thriftshop jepang kok,kaos partai banteng sudah tembus thriftshop jepang,negatif,-0.07840000000000003,0
1824,rizkymlna.y,Siap2 gulung tikar,gulung tikar,positif,0.6124,1
1825,herlmbgdkys,Terjangkau dan berkualitas😂,jangkau kualitas,positif,0.7184,1
1826,robertusnapitupulu,Barang baju bekas yg ketangkap masih dalam bal balan tolong dimusnahkan jangan diam diam diperjual belikan lagi pak @listyosigitprabowo @bareskrim.polri @sahabat_umkm @kejaksaan.ri @kaesangp @smindrawati,barang baju bekas tangkap bal balan tolong musnah diam diam jual belikan polri ri,negatif,-0.030100000000000016,0
1827,i_nsani_can,"Susah bersaing dengan harga yg dibandingin kualitas, ongkos + bahan pakaian masih mahal agak sulit untuk bersaing dengan pakaian trift. Terlebih konsumen nya sebagian besar dari kalangan milenial yg mau tetep keren tapi kantong pas pasan.. Solusinya pak de? 🙏🏻",susah saing harga dibandingin kualitas ongkos bahan pakai mahal sulit saing pakai trift konsumen kalang milenial tetap keren kantong pas pas solusi de,positif,0.1432000000000001,1
1828,akhbarnasution,LOKAL LEBIH BAGUS YGY,lokal bagus ygy,negatif,-0.25960000000000005,0
1830,bagus_jul7,"Sabar pakkk, rakyatmu ancen angel aturan e😢",sabar pakk rakyat memang angel atur,positif,0.11820000000000008,1
1831,juancarvallo_,@mipuzarco padahal ketong mo ba fix di live😔,tong mau ba fix live,positif,0.6501,1
1832,kholilmaoling,Hehehe. Harga bekas jualnya mahal,hehehe harga bekas jual mahal,positif,0.3061999999999999,1
1834,lsprhtn_,Yg lebih mengganggu pejabat korupsi si pak,ganggu jabat korupsi,negatif,-0.9432,0
1836,jez.sie_,@diadaracinta bertobat cin 🤣,tobat cin,negatif,-0.4588,0
1838,puguhardiyan,"Pemikiran orang kaya saya ""jika harga produk lokal setara dengan harga import original second ya mending beli yang import second original""",pikir orang kaya harga produk lokal tara harga import original second mending beli import second original,positif,0.0524,1
1840,masspeb_,"Emang bener pake kaos band, keren nya dapet sekaligus nge support band nya juga. Tapi  yg ORI loh ya 🔥",emang bener pakai kaos band keren dapet nge support band original,positif,0.128,1
1841,haardii17,"Intinya kudu kena pajak dulu biar legal, gitu aja repot",inti kudu kena pajak legal begitu repot,negatif,-0.9432,0
1844,fyliap,Solusinya apa dong pak?,solusi,positif,0.6124,1
1845,taufikmaulanaaa,"HALLO GIMANA YANG BARANG KW/PALSU YANG SUDAH LAMA BEREDAR DIPASAR INDONESIA YANG BIKIN BANYAK USAHA LOKAL MERUGI EFEK PEMALSUAN BARANG PRODUK, HARUSNYA ITU YANG DITINDAK YANG SUDAH LAMA BEREDAR DI INDONESIA",hallo bagaimana barang kau palsu edar pasar indonesia usaha lokal rugi efek palsu barang produk tindak edar indonesia,positif,0.04959999999999998,1
1847,alexsyahrulterrible,Pengen marah sama orang yang bilang brand lokal mahal😄,ingin marah orang brand lokal mahal,negatif,-0.5406,0
1848,acltc_,Aduh bhya cabo dng thrift ini 🙃 @lmrkwf @wwnnddaa_,aduh bhya cabo dengan thrift,negatif,-0.36240000000000006,0
1849,hadisraharjo,Pas love nya nyala jangan lupa di pencet juga ya guys,pas love nyala lupa pencet guys,positif,0.019199999999999995,1
1850,tinarjohn,PAKAIAN BARU DALAM NEGRI 500 RIBU. PAKAI BEKAS RP 50.000,pakai negeri ribu pakai bekas rupiah,positif,0.10599999999999998,1
1852,andi.nata21,Makin kesini makin gajelas lau pak @jokowi,kesini tidak jelas kau,negatif,-0.6501,0
1853,sirifky_,Suka suka gue lah mau beli bekas atau baru,suka suka saya beli bekas,positif,0.008499999999999952,1
1854,iansatrio75,ANDAI KAMU TAUU ITU PENTING BAPAK,andai tauu,negatif,-0.15360000000000007,0
1856,muhammadiqbal76_,@a.alfrdzii yang penting mahal,alfrdzii mahal,positif,0.25,1
1857,ysrrafa,gk ush ngomongin thrifting.. sikat aja dulu yg dr brand brand luar yg Gede gede tuh.. cut aja smua toh mereka jg bnyak ngambil bahan mentahan dr sini GOBS...!!! matiin aja dlu yg gede gedenya jngn kasi mentahan ksana olah smua di dalam negri.. support tuh pengusaha2nya. BRANI GK ? y kagak lah kan cuan banyak masuk Mereka #Chuaks,tidak ush ngomongin thrifting sikat dari brand brand besar besar cut semua juga bnyak ambil bahan mentah dari gobs mati dulu besar besar jngn kasih mentah kesana olah semua negeri support usaha brani tidak tidak cuan masuk,negatif,-0.008000000000000007,0
1858,kiflanfatth,"Mengapa syuliitt,untuk ku bisa miliki kaos dickies",syuliitt ku milik kaos dickies,negatif,-0.46840000000000004,0
1859,eonsyee,"Punten pak tapi thrifting lebih menggoda, sensasinya itulo.. sungguh sangat bangga apabila kita mendapatkan barang bagus dengan penawaran anjlok banget.. 😂😂",maaf thrifting goda sensasi itulo sungguh bangga barang bagus tawar anjlok banget,negatif,-0.023399999999999976,0
1860,arfanramadhani_,Kaos partai a pak,kaos partai,negatif,-0.7184,0
1861,aziz.gejo,MUNGKIN AJUAN DARI SI JAMET KAH ?😂,aju jamet kah,negatif,-0.6124,0
1864,tinarjohn,JANGAN SOMBONG MENTANG2 PEJABAT. JANGAN KENA AZAB SAMPAI ANAK DAN CUCU,sombong mentang jabat kena azab anak cucu,negatif,-0.9818,0
1866,aan_3131,mau brand lokal tapi kebanyakan malah harganya mahal dan kualitas yang didapat ga sebagus baju brand luar yg murah dapat kualitas bagus.,brand lokal banyak harga mahal kualitas bagus baju brand murah kualitas bagus,positif,0.028799999999999937,1
1868,gamistore_gitd,Saya sih jual kaos baru bukan karena ga suka yg bekas..tp emang dari awal jualan kaos yg baru aja 😊🙏,jual kaos suka bekas tetapi emang jual kaos,negatif,-0.03310000000000002,0
1869,iqbalkahffi,@destiayudia_ produk lokal nya jadi kureng laku,produk lokal reng laku,positif,0.6124,1
1870,dewi_rositaad,Iyaa sihh kalo jadi umkm pasti tau bngt rasanya,iyaa sihh umkm bngt,negatif,-0.4588,0
1871,zangad.santuy,"mau mengembalikan/meningkatkan kondisi dan angka perekonomian.. tp kok gini ??? rakyatmu belajar hidup sederhana dengan ini, meski sederhana atau barang murah sekalipun udah seneng.. ga kyk 300 T ga ada ujungnya buat apa",kembali tingkat kondisi angka ekonomi tetapi begini rakyat ajar hidup sederhana sederhana barang murah sudah senang seperti ujung,negatif,-0.008399999999999963,0
1872,id.fauziadm,pa Jokowi pernah gagal ngethrift kek nya,pa jokowi gagal ngethrift seperti,negatif,-0.9325,0
1874,aziz.gejo,MUNGKIN SANGAT MENGGANGGU PEMBISNIS LUAR DI INDONESIA KALI YA PAK ?😂,ganggu bisnis indonesia kali,negatif,-0.10599999999999998,0
1875,tinarjohn,PAKAIAN BEKAS ITU LEBIH MURAH DARI PAKAIAN JADI DALAM NEGRI,pakai bekas murah pakai negeri,positif,0.08440000000000003,1
1876,toni_zeaa,"Tenaga kerja import juga mengganggu ekonomi masyarakat kecil pak, gimana ?",tenaga kerja import ganggu ekonomi masyarakat bagaimana,positif,0.15659999999999996,1
1877,mhudaarz,Stelan kaos hitam celana pendek mana 🧤,stelan kaos hitam celana pendek,negatif,-0.6825,0
1879,alanitarissaura,Kalo aku ga mau pakai baju bekas apalagi bekas orang yg ga ku kenal,pakai baju bekas bekas orang ku kenal,positif,0.05830000000000002,1
1880,rizalsaefdn,nyari barang bekas : 🤮  ngethriff : 😎,nyari barang bekas ngethriff,negatif,-0.07219999999999993,0
1881,septianehardianto,Tumbaske workshirt hellcrust pak.  Apik pol sumpah.  Tulonglah pak pak.  Pak e :((((,tumbaske workshirt hellcrust apik pol sumpah tulonglah,negatif,-0.2277999999999999,0
1883,destiayudia_,@iqbalkahffi anying ngena bgt abis pamer lg,anying kena banget habis pamer lagi,negatif,-0.23329999999999995,0
1884,kenalin_guerizky,Muke lu tuh yang mengganggu siswa lagi belajar 😴,muke kamu ganggu siswa ajar,negatif,-0.15659999999999996,0
1885,iqbalkahffi,@destiayudia_ noh gaboleh trif wkwkww,noh tidak boleh trif wkwkww,negatif,-0.3318,0
1886,sidikalamin,@sandyalw wkwk yukk bisa,wkwk yukk,positif,0.7184,1
1887,rifaldyf4,"@pamelaaaa24 halo kak, kebetulan saya kerja di bidang industri tekstil lokal. Bukan masalah beda barang nya kak, tapi minat beli masyarakat nya jadi cenderung beli yang bekas ori tapi murah. Alhasil produk lokal jadi minim yang beli, Impact nya bukan penjual lokal aja tapi industri tekstil lokal juga. Sepi orderan karena permintaan barang yang keluar sedikit, sedangkan produksi harus tetep berjalan akibat nya barang menumpuk digudang dan bahan baku habis dan akhirnya untuk beli bahan baku ga ada dan kalau pun beli ga langsung ada karena sebagian besar import dari LN. Jika masih sepi kemungkinan besar akan terjadi PHK Masal, rejeki memang ga akan ketuker tapi coba lihat dulu dampak kedepan nya seperti apa, apa tega mematikan industri lokal sehingga dampak nya banyak yang nganggur karena di PHK 🙌",halo kak kerja bidang industri tekstil lokal beda barang kak minat beli masyarakat cenderung beli bekas original murah alhasil produk lokal minim beli impact jual lokal industri tekstil lokal sepi order minta barang produksi tetap jalan akibat barang tumpuk gudang bahan baku habis beli bahan baku beli langsung import ln sepi pihak massal rejeki tukar coba lihat dampak depan tega mati industri lokal dampak nganggur pihak,negatif,-0.0011999999999999789,0
1888,vickyyahardiansyah,@mhmddrckyy ndak mampu beli baru soale😢,tidak beli soale,negatif,-0.4413,0
1890,mrniel_caf,"Bukannya bagus ya pakai bahan bekas, membantu lingkungan, sehingga barang baru yang dibuat lebih berkurang (reduce, reuse, recycle)",bagus pakai bahan bekas bantu lingkung barang kurang reduce reuse recycle,negatif,-0.056400000000000006,0
1891,putraabitama,sesuai selera masing masing 🙌,sesuai selera,positif,0.8402,1
1892,y_dh4,Sepatu 50 rbu @jhopypandu19_,sepatu rbu,positif,0.6124,1
